;full_name;df_index;birth_date;country;soccRole;team;cluster;games;mins_played;touches;xG;npxG;opxG;goals;npgoals;opgoals;shots;npshots;opshots;xGoT;xA;opxA;xOVA;xT;xT_from_passes;xT_from_carries;xT_from_passes_received;xg_blocked;xg_against_team;id;Giocatore_x;Anno;Età;Ruolo;Minuti;Tiri;Tiri in porta;Tiri da area;Tiri da area piccola;Tiri fuori area;Tiri di testa;Tiri di rigore;Gol;Gol da area;Gol da area piccola;Gol fuori area;Gol di testa;Gol di piede;Gol su PI;Gol su Pun. Centrale;Gol su Pun. Laterale;Gol su Corner;Gol su Rimessa;Gol su rigore;Gol su sviluppo rigore;Gol su Pun. Diretta;Gol su sviluppo Pun. Diretta;Precisione;Precisione da area;Precisione da fuori area;Tiri su Occasione Gol;Tiri su Promettente;Passaggi Chiave;Passaggi Chiave in area;Passaggi Chiave ricevuti;Passaggi Chiave ricevuti in area;Assist;Assist Vincenti;Assist in area;Assist Vincenti in area;Third pass;Third pass vincenti;Gol procurati;Assist V + Third pass V;Assist V + Third pass V + Gol procurati;Triangolazioni;Triangolazioni fatte;Triangolazioni chiuse;Passaggi;Passaggi ricevuti;Palle Laterali;Cross;Cross riusciti;Cross vincenti;Traversoni;Traversoni riusciti;Traversoni vincenti;Cut Back;Cut Back riusciti;Cut Back vincenti;Perde palla;Propria metà campo;Recupera palla;Metà campo avversaria;Dribbling;Dribbling vincenti;Dribbling subiti;Dribbling perdenti subiti;Duelli;Duelli di gioco;Duelli vinti;Duelli nella metà campo offensiva;Duelli vinti nella metà campo offensiva;Duelli aerei;Duelli aerei vinti;Duelli tackle;Duelli tackle vinti;Interventi decisivi +;Interventi decisivi -;Reti subite squadra;Falli fatti;Falli subiti;In Fuorigioco;Ammonizioni;Espulsioni;Doppie Ammonizioni;Parate;Gol subiti;Uscite;Tiri in porta subiti;Rigori;Rigori parati;Interventi decisivi +2;Interventi decisivi -3;Passaggi portiere;Passaggi portiere +;Lanci;Lanci +;% Realizzazione;Realizzazione da area;Realizzazione da fuori area;Realizzazione su rigore;Realizzazione su Occasione Gol;Realizzazione su Promettente;lanci/passaggi portiere ricevuti;lanci/passaggi portiere ricevuti campo off.;% Passaggi riusciti;% Cross riusciti;% Cross vincenti;% Traversoni riusciti;% Traversoni vincenti;% Cut Back riusciti;% Cut Back vincenti;H media recupera palla (no P);% dribbling vincenti;% dribbling perdenti subiti;% duelli vinti;% duelli vinti nella metà campo offensiva;% duelli arei vinti;% duelli tackle vinti;Minuti giocati / gol subiti;H media falli (m);% parate su tiri in porta subiti;% passaggi +;% passaggi su gioco portiere;% lanci +;% lanci su gioco portiere;skill_id;Player ID;Player;Position_x;Position Group;Minutes Played;Minutes Played TIP;Minutes Played OTIP;Player ID.1;Distance;Running Distance;HSR Distance;Sprinting Distance;HI Distance;Count HSR;Count Sprint;Count HI;Count Medium Acceleration;Count High Acceleration;Count Medium Deceleration;Count High Deceleration;PSV-99;Distance TIP;Running Distance TIP;HSR Distance TIP;Sprinting Distance TIP;HI Distance TIP;Count HSR TIP;Count Sprint TIP;Count HI TIP;Count Medium Acceleration TIP;Count High Acceleration TIP;Count Medium Deceleration TIP;Count High Deceleration TIP;Distance OTIP;Running Distance OTIP;HSR Distance OTIP;Sprinting Distance OTIP;HI Distance OTIP;Count HSR OTIP;Count Sprint OTIP;Count HI OTIP;Count Medium Acceleration OTIP;Count High Acceleration OTIP;Count Medium Deceleration OTIP;Count High Deceleration OTIP;M/min;M/min TIP;M/min OTIP;Count High Acceleration OTIP_p90;Count High Acceleration TIP_p90;Count High Deceleration OTIP_p90;Count High Deceleration TIP_p90;Count HSR OTIP_p90;Count HSR TIP_p90;Count Medium Acceleration OTIP_p90;Count Medium Acceleration TIP_p90;Count Medium Deceleration OTIP_p90;Count Medium Deceleration TIP_p90;Count Sprint OTIP_p90;Count Sprint TIP_p90;Distance OTIP_p90;Distance TIP_p90;HI Distance OTIP_p90;HI Distance TIP_p90;HSR Distance OTIP_p90;HSR Distance TIP_p90;Ammonizioni_p90;Assist_p90;Cross_p90;Cut Back_p90;Dribbling_p90;Espulsioni_p90;Falli subiti_p90;In Fuorigioco_p90;Third pass_p90;Tiri_p90;Tiri da area_p90;Tiri di testa_p90;Tiri fuori area_p90;Traversoni_p90;Triangolazioni_p90;Palle Laterali_p90;Passaggi Chiave_p90;Passaggi Chiave ricevuti_p90;Duelli aerei_p100;Duelli di gioco_p100;Duelli tackle_p100;Falli fatti_p100;Recupera palla_p100;Duelli nella metà campo offensiva_p100;cluster_bay;cluster_0;cluster_1;cluster_2;cluster_3;name;hybrid;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;Date of birth;Place of birth;Age;Height;Citizenship;Position_y;Foot;Joined;Contract expires;Outfitter;Player agent;Current club;Max_Val;Date_Max_Val;Name;NAME N.;tranfermarkt_id;Player_id;Numero;Valore;Date of last contract extension;Contract option;On loan from;Contract there expires;2nd club;3nd club;Squad;Starting eleven;Substituted in;On the bench;Suspended;Injured;Giocatore_y;val_num
10;Ivan Radovanovic;29;29/08/1988;Serbia;CB;Salernitana;Ball stealer;14;1055;625;0.8793038;0.8793038;0.1866429;1;0;0;18;18;9;0.5942297;0.7674461;0.7603419;1.0427222;0.6695463;0.5861486;0.0833977;-0.216059;0.3306975;19.6623739;6012;RADOVANOVIC I.;1988;34;C;1142;15;7;4;0;11;2;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;383.3;100;383.3;1;2;44;4;9;4;5;1;4;1;0;0;0;1;1;1;1;0;509;376;2;2;1;0;0;0;0;0;0;0;37;13;72;9;2;2;24;9;118;109;74;30;17;41;29;33;19;1;0;17;9;9;0;4;0;0;0;17;0;0;0;0;1;0;0;0;0;0;11.11111111;0;14.28571429;;0;0;1.071428571;0;84.95;50;0;;;;;29.70769231;100;40;57.94615385;49.85454545;69.33636364;41.25;67.88636364;47.57142857;;;;;;4549;4549;Ivan Radovanovic;LM;Midfield;1048.53;281.05;315.52;59137;108123;13557;4160;1045;5205;334;49;383;858;42;747;114;347.4;33441;4268;877;123;1000;68;6;74;223;6;200;16;43497;7818;2897;835;3732;227;35;262;406;10;281;35;103.1186518;118.9859456;137.8581389;0.853080569;0.511848341;2.985781991;1.36492891;19.36492891;5.800947867;34.63507109;19.02369668;23.97156398;17.06161137;2.985781991;0.511848341;3710.64455;2852.78673;318.3696682;85.30805687;247.1374408;74.81516588;0.341232227;0.426540284;0.170616114;0;0.170616114;0;0.767772512;0;0;1.279620853;0.341232227;0.170616114;0.938388626;0;0.085308057;0.170616114;3.753554502;0.767772512;6.56;17.44;5.28;1.44;11.52;4.8;6;;;;;Ivan Radovanovic;FALSE;1.01E-19;0.000230847;0.999769153;1.58E-21;;;;;Aug 29, 1988;Kosovska Mitrovica;34;287;Serbia;midfield - Defensive Midfield;right;Feb 8, 2023;-;;P&P Sport Management S.A.M.;Without Club;€3.50m;Dec 29, 2017;Ivan Radovanovic;RADOVANOVIC I.;46105;4549;;€400k;;;;;;;14;12;2;0;0;1;Ivan Radovanovic;400000
11;Federico Fazio;30;17/03/1987;Argentina;CB;Salernitana;Ball stopper;16;1435;852;1.2620867;1.2620867;0.0909959;1;0;0;16;16;3;0.5686295;0.3764915;0.3694179;-0.1200311;0.7615404;0.6994002;0.0621402;0.0773565;0.750972;26.0610628;7576;FAZIO F.;1987;35;D;1544;7;3;7;0;0;6;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;166.7;167;0;1;2;37;2;10;8;6;0;2;0;0;0;1;0;1;3;2;1;621;408;7;7;3;0;0;0;0;0;0;0;48;12;126;21;23;19;23;10;236;221;163;74;47;90;70;70;46;1;2;26;15;15;1;3;1;1;0;26;0;0;0;0;1;2;0;0;0;0;20;20;;;0;50;2.25;0.125;85.18125;46.66;0;;;;;32.35;78.20769231;37.5;67.1625;62.025;72.8375;68.25333333;73.59666667;52.475;;;;;;3338;3338;Federico Fazio;CB;Central Defender;1550.44;415.57;469.15;53408;163447;19000;7318;2279;9597;595;126;721;1202;74;1065;209;450.1;49957;5469;1490;458;1948;121;19;140;313;6;292;31;65924;11021;4889;1489;6378;386;73;459;621;23;419;55;105.4197518;120.2132011;140.517958;1.442508711;0.37630662;3.449477352;1.944250871;24.20905923;7.588850174;38.94773519;19.63066202;26.27874564;18.31358885;4.578397213;1.191637631;4134.606272;3133.191638;400.0139373;122.174216;306.6271777;93.44947735;0.18815331;0.37630662;0.43902439;0;1.442508711;0.06271777;0.940766551;0.06271777;0;0.43902439;0.43902439;0.37630662;0;0;0.18815331;0.43902439;2.320557491;0.6271777;10.56338028;25.93896714;8.215962441;1.76056338;14.78873239;8.685446009;0;0.999860784;2.23E-05;9.70E-07;0.000115973;Federico Fazio;FALSE;;;;;;;;;Mar 17, 1987;Buenos Aires;36;195;Argentina / Italy;Defender - Centre-Back;right;Jan 29, 2022;Jun 30, 2024;adidas;Football Management Sanchez SL;US Salernitana 1919;€13.00m;Jun 7, 2018;Federico Fazio;FAZIO F.;45314;3338;17;€600k;;;;;;;16;16;0;0;1;0;Federico Fazio;600000
12;Marko Arnautovic;31;19/04/1989;Austria;FW;Bologna;All-round finisher;33;2703;1305;14.9463184;12.6010714;10.8541801;14;0;11;92;89;74;14.3673779;2.3508342;2.3490286;6.3375475;0.6504689;0.0425985;0.6078704;6.7301593;0.1302579;45.5291339;10847;ARNAUTOVIC M.;1989;33;A;2855;77;35;63;9;14;13;3;14;14;5;0;4;10;4;0;0;1;1;2;0;0;0;1308.4;1387;100;22;23;59;14;281;73;39;1;10;0;2;1;1;2;3;41;13;28;876;1074;26;20;3;0;1;1;0;5;4;0;290;56;35;19;63;34;49;35;516;496;184;357;126;104;31;239;85;0;0;44;44;20;14;6;0;0;0;44;0;0;0;0;0;0;0;0;0;0;13.62857143;16.80769231;0;66.66666667;40.625;6.25;1.242424242;0.878787879;76.81818182;19.23076923;0;100;0;80;0;48.835;44.34642857;68.33333333;34.1969697;32.69393939;35.34827586;34.71875;56.80952381;73.68846154;;;;;;6969;6969;Marko Arnautovic;CF;Forward;2681.44;807.72;782.48;216039;279019;33370;15690;7559;23249;1321;404;1725;2308;305;1948;625;934.4;102400;16442;8080;4043;12123;691;224;915;1025;107;605;136;96461;13757;6199;2426;8625;499;112;611;611;50;557;155;104.0556567;126.7766058;123.2759943;1.66481687;3.562708102;5.160932297;4.528301887;16.61487236;23.00776915;20.34406215;34.12874584;18.54605993;20.14428413;3.729189789;7.458379578;3211.798002;3409.54495;287.1809101;403.6514983;206.4039956;269.0344062;0.199778024;1.298557159;0.665926748;0.166481687;2.097669256;0;0.665926748;0.466148724;0.066592675;2.56381798;2.097669256;0.432852386;0.466148724;0.033296337;1.365149834;0.865704772;1.964483907;9.35627081;7.969348659;38.00766284;18.31417625;3.37164751;2.681992337;27.35632184;10;;;;;Marko Arnautovic;FALSE;;;;;4.00E-08;5.06E-05;0.999949326;3.04E-10;Apr 19, 1989;Wien;34;192;Austria / Serbia;Attack - Centre-Forward;both;Aug 1, 2021;Jun 30, 2025;Puma;Arna Sports Management GmbH;Bologna FC 1909;€35.00m;Dec 19, 2018;Marko Arnautovic;ARNAUTOVIC M.;41384;6969;9;€7.00m;;;;;;;34;32;1;1;1;3;Marko Arnautovic;7000000
13;Edin Dzeko;35;17/03/1986;Bosnia and Herzegovina;FW;Internazionale;Target man;36;2475;1223;14.6271539;14.6271539;11.3680253;13;0;11;87;87;69;12.4201651;3.4209883;3.4207151;7.132687;1.6762553;1.026771;0.6494843;6.3712143;0.3155841;28.7672567;7825;DZEKO E.;1986;36;A;2622;76;38;68;15;8;35;0;13;13;4;0;4;9;2;0;0;2;0;0;0;0;0;1371.7;1364;250;23;27;57;25;256;73;32;6;23;5;2;0;2;6;8;32;10;22;786;1027;40;27;8;1;4;1;0;9;4;1;279;67;37;11;73;33;52;36;556;518;249;386;167;197;98;172;64;0;0;20;27;38;5;2;0;0;0;20;0;0;0;0;0;0;0;0;0;0;20.4962963;21.92307692;0;;40.19411765;7.8125;2.166666667;1.194444444;76.60833333;26.47058824;2.941176471;25;0;44.44444444;11.11111111;36.91666667;42.58;71.17916667;42.39166667;39.6;50.484375;32.16857143;70.67647059;66.615;;;;;;2938;2938;Edin Dzeko;CF;Forward;2639.82;883.16;713.24;105768;291627;41253;18429;5497;23926;1554;297;1851;2539;208;2215;526;1018;120313;21561;11176;3732;14908;906;196;1102;1123;79;748;139;96978;16238;5986;1400;7386;477;68;545;716;41;604;121;110.4723049;136.2301282;135.9682575;1.490909091;2.872727273;4.4;5.054545455;17.34545455;32.94545455;26.03636364;40.83636364;21.96363636;27.2;2.472727273;7.127272727;3526.472727;4375.018182;268.5818182;542.1090909;217.6727273;406.4;0.072727273;1.163636364;0.981818182;0.327272727;2.654545455;0;1.381818182;0.181818182;0.072727273;2.763636364;2.472727273;1.272727273;0.290909091;0.145454545;1.163636364;1.454545455;2.072727273;9.309090909;16.10793132;42.35486509;14.0637776;2.207686018;3.025347506;31.56173344;10;;;;;Edin Dzeko;FALSE;;;;;0.004380382;4.32E-05;0.995573224;3.16E-06;Mar 17, 1986;Sarajevo;37;193;Bosnia-Herzegovina;Attack - Centre-Forward;right;Aug 14, 2021;Jun 30, 2023;adidas;World Soccer Agency;Inter Milan;€32.00m;Feb 6, 2012;Edin Dzeko;DZEKO E.;28396;2938;9;€4.00m;;;;;;;38;27;9;2;0;0;Edin Dzeko;4000000
14;Lucas Leiva;38;09/01/1987;Brazil;CM;Lazio;Ball stealer;35;1697;1453;0.1041972;0.1041972;0.1041972;0;0;0;3;3;3;0;0.7091812;0.6077594;0.5138102;0.8956747;0.8711494;0.0245253;-0.1657549;0.4320439;25.7847998;8039;LUCAS LEIVA;1987;35;C;1811;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;3;5;0;5;1;1;0;3;0;0;1;1;10;3;7;1229;1009;2;2;0;0;0;0;0;0;0;0;57;20;121;43;5;5;71;47;300;283;151;120;54;48;28;123;77;1;0;27;36;17;0;9;0;0;0;27;0;0;0;0;1;0;0;0;0;0;0;;0;;;;0.571428571;0;93.49117647;0;0;;;;;39.78666667;100;67.75357143;46.80882353;47.10967742;62.84583333;57.92580645;45.40315789;53.535;;;;;;6360;6360;Lucas Leiva;DM;Midfield;1818.13;604.93;529.1;216240;233704;44365;10910;1379;12289;883;86;969;2068;69;1952;298;850.5;89417;15722;2344;276;2620;197;12;209;702;19;600;46;90113;25177;8017;949;8966;608;60;668;739;19;587;103;128.5408634;147.8137966;170.3137403;1.007660577;1.007660577;5.462581025;2.439599293;32.24513848;10.44784915;39.19269299;37.2304066;31.13140837;31.82086034;3.182086034;0.636417207;4779.12198;4742.209782;475.509723;138.9510902;425.1797289;124.3134944;0.477312905;0.265173836;0.106069534;0;0.265173836;0;0.901591043;0;0.159104302;0.106069534;0;0;0.106069534;0;0.530347672;0.106069534;3.182086034;0.265173836;3.303509979;19.47694425;8.465244322;2.477632485;8.327598073;8.258774948;7;;;;;Lucas Leiva;FALSE;1.39E-15;0.000354676;0.004879829;0.994765495;;;;;Jan 9, 1987;Dourados;36;179;Brazil / Italy;midfield - Defensive Midfield;right;Mar 17, 2023;-;Nike;Relatives;Retired;€17.00m;Jul 2, 2013;Lucas Leiva;LUCAS LEIVA;41414;6360;;-;;;;;;;37;19;16;2;1;0;Lucas Leiva;0
15;Olivier Giroud;40;30/09/1986;France;FW;Milan;Target man;29;1902;741;10.1596838;8.5961858;5.6783443;11;1;6;63;61;39;9.4988695;1.8446551;1.8445019;2.2296087;-0.6872281;-0.3887247;-0.2985034;5.5299666;0.1621839;16.3193623;7723;GIROUD O.;1986;36;A;2013;50;32;47;6;3;26;2;11;11;3;0;1;10;5;0;1;2;0;2;0;0;0;1463.3;1483;100;15;12;22;7;186;54;17;3;6;1;0;0;1;3;4;15;4;11;453;666;7;7;2;0;0;0;0;0;0;0;230;31;24;12;12;6;31;25;443;421;187;354;147;176;101;172;52;0;0;15;31;22;9;4;0;0;0;15;0;0;0;0;0;0;0;0;0;0;21.74285714;22.19047619;0;100;41.66666667;30;2.310344828;2.068965517;75.77857143;30;0;;;;;51.98666667;55;80.7952381;40.71724138;40.26206897;58.88965517;29.48571429;57.59090909;76.65882353;;;;;;8206;8206;Olivier Giroud;CF;Forward;1973.96;613.4;551.29;229768;202971;27583;14220;4761;18981;1310;289;1599;1968;233;1586;584;788.1;77272;12921;6918;2519;9437;633;144;777;826;58;487;112;69489;11797;6218;1775;7993;536;93;629;547;44;444;166;102.824272;125.9732638;126.0479965;2.082018927;2.744479495;7.85488959;5.299684543;25.36277603;29.95268139;25.88328076;39.0851735;21.00946372;23.04416404;4.400630915;6.813880126;3288.123028;3656.403785;378.2176656;446.5457413;294.2271293;327.3501577;0.189274448;0.804416404;0.331230284;0;0.567823344;0;1.041009464;0.425867508;0;2.365930599;2.223974763;1.230283912;0.141955836;0;0.70977918;0.331230284;1.041009464;8.80126183;23.75168691;56.81511471;23.21187584;4.183535762;3.238866397;47.77327935;10;;;;;Olivier Giroud;FALSE;;;;;0.001816007;2.40E-12;0.998183709;2.84E-07;Sep 30, 1986;Chambéry;36;192;France;Attack - Centre-Forward;left;Jul 17, 2021;Jun 30, 2024;Puma;One Team Football;AC Milan;€27.00m;Feb 9, 2016;Olivier Giroud;GIROUD O.;82442;8206;9;€4.00m;Apr 19, 2023;;;;;;30;22;7;1;0;8;Olivier Giroud;4000000
16;Ivan Perisic;41;02/02/1989;Croatia;FB;Internazionale;Wide creator;35;2842;1881;4.4003187;3.6185697;2.7840341;8;0;3;44;43;27;4.7655193;6.5919512;6.4918158;7.5138962;3.0002002;2.0559135;0.9442867;1.6077817;0.2962208;31.4273083;7244;PERISIC I.;1989;33;C;2959;40;22;33;6;7;9;1;8;8;1;0;3;5;5;0;0;4;0;1;0;0;0;1400;1200;500;5;12;109;40;131;27;50;7;34;7;3;0;1;7;8;36;7;29;1466;1200;140;124;39;4;13;6;1;3;2;0;221;32;153;46;81;49;79;45;397;391;203;238;111;107;66;98;48;2;0;25;28;6;13;4;0;0;0;25;0;0;0;0;2;0;0;0;0;0;23.91304348;29.54545455;0;100;60;9.090909091;1.285714286;0.514285714;78.31428571;31.11612903;3.548387097;45.45454545;9.090909091;75;0;38.07575758;58.67931034;57.12903226;49.99142857;44.26285714;61.32758621;45.40357143;72.05263158;62.22222222;;;;;;4545;4545;Ivan Perisic;LWB;Full Back;2976.59;1031.08;788.87;159075;346872;51323;24877;13303;38180;1871;592;2463;3068;299;2533;778;1082.8;136015;22929;11391;6603;17994;827;275;1102;1007;92;801;187;118815;23027;11596;5789;17385;855;246;1101;1205;72;733;197;116.5333486;131.9150793;150.6141696;2.280084448;2.913441239;6.238564391;5.921885996;27.07600281;26.18930331;38.15974666;31.88951443;23.21252639;25.36593948;7.790288529;8.708655876;3762.614356;4307.301196;550.5453906;569.8311049;367.2202674;360.7283603;0.126671358;1.583391977;3.926812104;0.095003519;2.565095004;0;0.190007037;0.411681914;0.095003519;1.266713582;1.045038705;0.285010556;0.221674877;0.411681914;1.140042224;4.433497537;3.451794511;4.148486981;5.688463583;20.78681552;5.209994684;1.48856991;8.133971292;12.65284423;5;;;;;Ivan Perisic;FALSE;7.21E-14;1;6.69E-23;3.29E-38;;;;;Feb 2, 1989;Split;34;186;Croatia;midfield - Left Midfield;both;Jul 1, 2022;Jun 30, 2024;;;Tottenham Hotspur;€45.00m;Dec 29, 2017;Ivan Perisic;PERISIC I.;42460;4545;14;€10.00m;;;;;;;37;35;0;2;0;1;Ivan Perisic;10000000
17;Antonio Candreva;42;28/02/1987;Italy;WAM;Sampdoria;Chance creator;36;3131;2384;6.0052318;4.4417338;3.9698622;7;0;6;74;72;59;5.3782041;8.5679158;6.6902924;7.9305554;4.6339072;3.4989704;1.1349368;1.7212861;0.0503063;50.6774035;6141;CANDREVA A.;1987;35;C;3289;61;24;39;0;22;0;2;7;6;0;1;0;7;1;0;0;0;0;1;0;0;0;1023.5;883;575;6;14;172;66;121;29;58;10;50;10;4;0;3;10;13;70;29;41;1880;1656;201;179;36;6;16;3;0;6;4;0;349;43;87;27;95;60;87;62;383;334;180;208;98;22;9;113;37;1;1;56;19;49;12;6;1;0;0;56;0;0;0;0;1;1;0;0;0;0;12.64137931;14.58333333;6.666666667;50;16.66666667;8.333333333;0.277777778;0.027777778;72.44444444;23.68285714;4.245714286;15.15454545;0;70;0;38.97575758;60.11724138;75.253125;43.26666667;42.35555556;41.66666667;33.08529412;55.85481481;62.94666667;;;;;;965;965;Antonio Candreva;RW;Winger;3305.72;936.14;1027.22;34740;395994;67599;33154;12682;45836;2564;626;3190;3401;259;3020;721;1062.2;136446;27416;15169;6886;22055;1200;333;1533;1216;79;765;139;153961;33515;15104;4531;19635;1175;217;1392;1275;69;1023;217;119.7905449;145.7538402;149.8812328;1.983391888;2.270839987;6.237623762;3.995528585;33.77515171;34.49377196;36.64963271;34.95368892;29.40594059;21.98977962;6.237623762;9.572021718;4425.579687;3922.11434;564.4043437;633.9667838;434.1616097;436.0300224;0.17246886;1.667198978;5.145320984;0.17246886;2.730756947;0.02874481;1.408495688;0.34493772;0.11497924;1.753433408;1.121047589;0;0.632385819;0.459916959;2.012136698;5.777706803;4.944107314;3.478122006;0.922818792;14.01006711;4.739932886;0.796979866;3.649328859;8.724832215;5;;;;;Antonio Candreva;FALSE;8.31E-21;1;1.18E-25;9.63E-34;;;;;Feb 28, 1987;Roma;36;180;Italy;midfield - Right Midfield;right;Aug 12, 2022;Jun 30, 2023;;P&P Sport Management S.A.M.;US Salernitana 1919;€27.00m;Jul 1, 2015;Antonio Candreva;CANDREVA A.;25488;965;87;€1.50m;;Obligation to buy with conditions;UC Sampdoria;Jun 30, 2024;;;36;36;0;0;2;0;Antonio Candreva;1500000
18;Adrien Silva;43;15/03/1989;Portugal;CM;Sampdoria;Ball stealer;17;1086;789;0.2778967;0.2778967;0.2281538;0;0;0;8;8;6;0.2047525;0.568837;0.5457003;0.4833394;0.4075179;0.2961288;0.1113891;0.1473514;0.2530873;16.6787279;7532;ADRIEN SILVA;1989;33;C;1152;5;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;0;200;0;1;39;2;16;1;4;1;2;1;2;0;0;1;1;12;6;6;581;449;6;5;3;0;0;0;0;1;1;1;57;18;72;25;21;13;49;28;208;191;107;86;42;32;17;77;39;1;1;21;12;17;0;3;1;0;0;21;0;0;0;0;1;1;0;0;0;0;0;0;0;;;0;0.941176471;0;87.25294118;62.5;0;;;100;100;38.1875;66.66923077;46.66666667;52.41875;53.65;62.10833333;47.06428571;57.19727273;57.22222222;;;;;;280;280;Adrien Silva;LM;Midfield;1156.84;331.73;349.79;4760;141894;25701;7373;1497;8870;580;67;647;1262;50;1103;165;450.2;49391;10074;2322;382;2704;184;19;203;369;9;278;27;56620;13394;4457;898;5355;342;38;380;511;16;365;52;122.6565471;148.8891568;161.8685497;1.325966851;0.745856354;4.309392265;2.237569061;28.34254144;15.24861878;42.3480663;30.5801105;30.24861878;23.03867403;3.149171271;1.574585635;4692.265193;4093.176796;443.7845304;224.0883978;369.3646409;192.4309392;0.248618785;0.331491713;0.414364641;0.082872928;1.740331492;0.082872928;1.408839779;0;0.165745856;0.414364641;0.082872928;0;0.331491713;0;0.994475138;0.497237569;3.232044199;1.325966851;4.055766793;24.20785805;9.759188847;1.520912548;9.125475285;10.89987326;6;;;;;Adrien Silva;FALSE;2.45E-10;1.89E-05;0.999930443;5.07E-05;;;;;Mar 15, 1989;Angoulême;34;175;Portugal / France;midfield - Central Midfield;right;Jan 4, 2022;Jun 30, 2023;;MadeinFootball;Al-Wahda FC Abu Dhabi;€25.00m;Oct 31, 2016;Adrien Silva;ADRIEN SILVA;56810;280;23;€1.80m;;;;;;;17;12;5;0;2;0;Adrien Silva;1800000
19;Gary Medel;45;03/08/1987;Chile;CB;Bologna;Buildup initiator;33;2830;2011;0.2984939;0.2984939;0.2984939;0;0;0;2;2;2;0;0.9430082;0.8351529;0.9761465;1.8402781;1.6410471;0.199231;-0.7668281;1.2218439;48.0392554;6107;MEDEL G.;1987;35;C;2992;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;84;4;3;2;3;1;2;1;1;0;0;1;1;9;4;5;1674;1167;3;2;1;0;1;0;0;0;0;0;45;24;279;39;20;17;52;28;361;330;222;89;46;88;57;139;93;3;2;46;34;31;1;10;1;1;0;46;0;0;0;0;3;2;0;0;0;0;0;0;;;0;0;2.757575758;0;92.34848485;50;0;0;0;;;28.42727273;86.66666667;52.58965517;61.91212121;45.67692308;58.92758621;66.97419355;52.1165;51.27272727;;;;;;3768;3768;Gary Medel;RCB;Central Defender;2890.37;848.43;850.84;116808;279509;32228;11551;3463;15014;970;181;1151;2419;143;2069;356;866.6;91144;9418;2570;481;3051;181;26;207;595;4;546;51;111209;18724;7703;2473;10176;665;126;791;1155;50;745;106;96.70353623;107.4266587;130.7049504;1.590106007;0.127208481;3.371024735;1.621908127;21.14840989;5.756183746;36.73144876;18.92226148;23.69257951;17.3639576;4.007067138;0.826855124;3536.681979;2898.572438;323.6183746;97.02826855;244.9717314;81.73144876;0.318021201;0.09540636;0.06360424;0;0.636042403;0.03180212;0.985865724;0.03180212;0.03180212;0.06360424;0.06360424;0;0;0.03180212;0.286219081;0.09540636;2.671378092;0.09540636;4.375932372;16.40974639;6.911984088;1.690701144;13.87369468;4.425658876;6;;;;;Gary Medel;FALSE;2.10E-20;0.000324286;0.999675714;3.37E-23;;;;;Aug 3, 1987;Conchalí;35;171;Chile / Spain;midfield - Defensive Midfield;right;Aug 29, 2019;Jun 30, 2023;Nike;Fernando Felicevich;Bologna FC 1909;€13.00m;Sep 18, 2013;Gary Medel;MEDEL G.;60889;3768;17;€1.00m;May 11, 2022;;;;;;34;32;1;1;2;1;Gary Medel;1000000
