Player,Team,Match,Competition,Position,Position Group,Season,Minutes Played,Minutes Played TIP,Minutes Played OTIP,Player ID,Birthdate,Date,Physicals Quality Check,Distance,M/min,Running Distance,HSR Distance,Sprinting Distance,HI Distance,Count HSR,Count Sprint,Count HI,Count Medium Acceleration,Count High Acceleration,Count Medium Deceleration,Count High Deceleration,PSV-99,Distance TIP,M/min TIP,Running Distance TIP,HSR Distance TIP,Sprinting Distance TIP,HI Distance TIP,Count HSR TIP,Count Sprint TIP,Count HI TIP,Count Medium Acceleration TIP,Count High Acceleration TIP,Count Medium Deceleration TIP,Count High Deceleration TIP,Distance OTIP,M/min OTIP,Running Distance OTIP,HSR Distance OTIP,Sprinting Distance OTIP,HI Distance OTIP,Count HSR OTIP,Count Sprint OTIP,Count HI OTIP,Count Medium Acceleration OTIP,Count High Acceleration OTIP,Count Medium Deceleration OTIP,Count High Deceleration OTIP,matchday
Gianluca Scamacca,Sassuolo,Sassuolo v Atalanta,ITA - Serie A,CF,Forward,2021/2022,78.3,23.65,30.17,14479,1999-01-01,2022-04-10,Passed,8724.0,111.42,1055.0,393.0,209.0,602.0,42.0,7.0,49.0,64.0,9.0,58.0,13.0,32.1,3344.0,141.4,569.0,296.0,132.0,428.0,26.0,6.0,32.0,33.0,4.0,20.0,4.0,3483.0,115.45,359.0,82.0,63.0,145.0,9.0,1.0,10.0,13.0,1.0,19.0,4.0,32
Duvan Zapata,Atalanta,Sassuolo v Atalanta,ITA - Serie A,CF,Forward,2021/2022,94.9,36.09,27.0,2895,1991-04-01,2022-04-10,Passed,9889.0,104.2,1274.0,581.0,264.0,845.0,59.0,20.0,79.0,81.0,17.0,80.0,20.0,29.8,4670.0,129.4,783.0,424.0,191.0,615.0,38.0,13.0,51.0,46.0,9.0,33.0,5.0,2807.0,103.96,358.0,137.0,62.0,199.0,14.0,5.0,19.0,15.0,1.0,20.0,2.0,32
Aleksei Miranchuk,Atalanta,Sassuolo v Atalanta,ITA - Serie A,AM,Midfield,2021/2022,46.23,18.52,13.22,11648,1995-10-17,2022-04-10,Passed,6023.0,130.28,1054.0,429.0,128.0,557.0,36.0,6.0,42.0,56.0,4.0,50.0,11.0,28.7,2681.0,144.76,602.0,287.0,48.0,335.0,25.0,3.0,28.0,32.0,2.0,20.0,3.0,2043.0,154.54,378.0,133.0,68.0,201.0,10.0,1.0,11.0,11.0,1.0,13.0,2.0,32
Hans Hateboer,Atalanta,Sassuolo v Atalanta,ITA - Serie A,RWB,Full Back,2021/2022,46.23,18.52,13.22,4197,1994-01-09,2022-04-10,Passed,6044.0,130.74,1163.0,394.0,168.0,562.0,35.0,6.0,41.0,48.0,4.0,42.0,11.0,31.4,2560.0,138.23,516.0,191.0,73.0,264.0,19.0,4.0,23.0,20.0,2.0,17.0,3.0,2085.0,157.72,500.0,189.0,75.0,264.0,15.0,2.0,17.0,17.0,0.0,10.0,3.0,32
Hamed Junior Traore,Sassuolo,Sassuolo v Atalanta,ITA - Serie A,LW,Winger,2021/2022,71.56,21.12,27.39,14123,2000-02-16,2022-04-10,Passed,8775.0,122.62,1363.0,569.0,240.0,809.0,48.0,12.0,60.0,75.0,11.0,73.0,14.0,29.4,2959.0,140.1,565.0,265.0,137.0,402.0,22.0,6.0,28.0,30.0,3.0,20.0,3.0,3723.0,135.93,647.0,292.0,84.0,376.0,21.0,4.0,25.0,21.0,3.0,25.0,6.0,32
Rafael Toloi,Atalanta,Sassuolo v Atalanta,ITA - Serie A,RCB,Central Defender,2021/2022,57.96,23.02,18.09,8812,1990-10-10,2022-04-10,Passed,7112.0,122.71,1255.0,319.0,131.0,450.0,29.0,7.0,36.0,54.0,5.0,52.0,6.0,29.6,2930.0,127.28,442.0,92.0,10.0,102.0,7.0,1.0,8.0,23.0,1.0,21.0,0.0,2791.0,154.28,656.0,199.0,115.0,314.0,19.0,5.0,24.0,19.0,1.0,14.0,2.0,32
Giorgio Scalvini,Atalanta,Sassuolo v Atalanta,ITA - Serie A,LCB,Central Defender,2021/2022,94.9,36.09,27.0,34088,2003-12-11,2022-04-10,Passed,11256.0,118.61,1662.0,471.0,243.0,714.0,39.0,8.0,47.0,93.0,4.0,77.0,13.0,30.4,4632.0,128.35,611.0,126.0,47.0,173.0,9.0,1.0,10.0,41.0,1.0,30.0,3.0,3945.0,146.11,814.0,322.0,180.0,502.0,24.0,5.0,29.0,31.0,0.0,25.0,3.0,32
Mario Pasalic,Atalanta,Sassuolo v Atalanta,ITA - Serie A,RM,Midfield,2021/2022,77.73,30.17,23.65,6901,1995-02-09,2022-04-10,Passed,10275.0,132.19,1993.0,779.0,226.0,1005.0,57.0,11.0,68.0,92.0,3.0,85.0,15.0,27.8,4499.0,149.12,884.0,348.0,62.0,410.0,22.0,3.0,25.0,38.0,1.0,32.0,2.0,3756.0,158.82,935.0,414.0,149.0,563.0,30.0,5.0,35.0,28.0,0.0,24.0,6.0,32
Rogerio,Sassuolo,Sassuolo v Atalanta,ITA - Serie A,LWB,Full Back,2021/2022,23.33,5.88,8.7,9212,1998-01-13,2022-04-10,Passed,2768.0,118.65,444.0,187.0,67.0,254.0,18.0,4.0,22.0,26.0,0.0,24.0,4.0,27.2,856.0,145.58,152.0,89.0,45.0,134.0,4.0,2.0,6.0,6.0,0.0,5.0,0.0,1143.0,131.38,201.0,98.0,1.0,99.0,13.0,1.0,14.0,12.0,0.0,7.0,2.0,32
Ruslan Malinovskyi,Atalanta,Sassuolo v Atalanta,ITA - Serie A,RW,Winger,2021/2022,17.17,5.92,3.33,12549,1993-05-04,2022-04-10,Passed,2071.0,120.62,401.0,125.0,44.0,169.0,14.0,3.0,17.0,17.0,2.0,17.0,7.0,26.6,852.0,143.92,226.0,55.0,12.0,67.0,7.0,1.0,8.0,8.0,1.0,6.0,1.0,529.0,158.86,132.0,70.0,31.0,101.0,5.0,1.0,6.0,4.0,1.0,5.0,2.0,32
Gian Marco Ferrari,Sassuolo,Sassuolo v Atalanta,ITA - Serie A,LCB,Central Defender,2021/2022,16.6,3.33,5.92,14171,1992-02-15,2022-04-10,Passed,1890.0,113.86,382.0,19.0,27.0,46.0,5.0,1.0,6.0,15.0,0.0,14.0,3.0,29.4,462.0,138.74,92.0,10.0,8.0,18.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,793.0,133.95,176.0,9.0,8.0,17.0,3.0,0.0,3.0,8.0,0.0,5.0,1.0,32
Teun Koopmeiners,Atalanta,Sassuolo v Atalanta,ITA - Serie A,RM,Midfield,2021/2022,48.67,17.57,13.78,14315,1998-02-28,2022-04-10,Passed,6076.0,124.84,1060.0,457.0,176.0,633.0,36.0,7.0,43.0,48.0,2.0,54.0,10.0,27.7,2459.0,139.95,429.0,155.0,62.0,217.0,8.0,3.0,11.0,20.0,1.0,18.0,2.0,2250.0,163.28,528.0,301.0,113.0,414.0,25.0,3.0,28.0,14.0,0.0,17.0,3.0,32
Jose Luis Palomino,Atalanta,Sassuolo v Atalanta,ITA - Serie A,LCB,Central Defender,2021/2022,36.93,13.07,8.9,5414,1990-01-05,2022-04-10,Passed,4164.0,112.75,658.0,189.0,98.0,287.0,16.0,4.0,20.0,33.0,4.0,31.0,6.0,31.2,1603.0,122.65,250.0,48.0,13.0,61.0,5.0,1.0,6.0,10.0,1.0,10.0,1.0,1395.0,156.74,300.0,140.0,85.0,225.0,11.0,3.0,14.0,11.0,0.0,9.0,2.0,32
Luis Muriel,Atalanta,Sassuolo v Atalanta,ITA - Serie A,RF,Forward,2021/2022,36.93,13.07,8.9,6439,1991-04-16,2022-04-10,Passed,4629.0,125.35,819.0,286.0,161.0,447.0,20.0,3.0,23.0,43.0,4.0,32.0,9.0,29.6,1918.0,146.75,400.0,153.0,76.0,229.0,11.0,2.0,13.0,23.0,2.0,11.0,3.0,1355.0,152.25,293.0,128.0,81.0,209.0,6.0,1.0,7.0,6.0,1.0,7.0,1.0,32
Francesco Magnanelli,Sassuolo,Sassuolo v Atalanta,ITA - Serie A,RM,Midfield,2021/2022,48.67,13.78,17.57,3546,1984-11-12,2022-04-10,Passed,6140.0,126.16,1302.0,343.0,63.0,406.0,28.0,3.0,31.0,52.0,6.0,48.0,12.0,25.5,2001.0,145.21,388.0,53.0,8.0,61.0,4.0,0.0,4.0,17.0,1.0,13.0,2.0,2838.0,161.53,769.0,290.0,55.0,345.0,23.0,2.0,25.0,21.0,2.0,17.0,4.0,32
Gregoire Defrel,Sassuolo,Sassuolo v Atalanta,ITA - Serie A,RW,Winger,2021/2022,23.33,5.88,8.7,4061,1991-06-17,2022-04-10,Passed,2617.0,112.17,337.0,124.0,77.0,201.0,13.0,4.0,17.0,27.0,0.0,26.0,4.0,26.9,798.0,135.71,130.0,77.0,34.0,111.0,7.0,2.0,9.0,8.0,0.0,6.0,0.0,1082.0,124.37,164.0,46.0,38.0,84.0,4.0,1.0,5.0,7.0,0.0,7.0,2.0,32
Davide Zappacosta,Atalanta,Sassuolo v Atalanta,ITA - Serie A,RWB,Full Back,2021/2022,48.67,17.57,13.78,2541,1992-06-11,2022-04-10,Passed,5930.0,121.84,1041.0,529.0,220.0,749.0,40.0,11.0,51.0,43.0,8.0,45.0,13.0,31.3,2387.0,135.86,401.0,225.0,82.0,307.0,16.0,4.0,20.0,16.0,2.0,14.0,2.0,2076.0,150.65,450.0,298.0,137.0,435.0,20.0,6.0,26.0,16.0,2.0,12.0,4.0,32
Ruan Tressoldi Netto,Sassuolo,Sassuolo v Atalanta,ITA - Serie A,RCB,Central Defender,2021/2022,16.6,3.33,5.92,31659,1999-06-07,2022-04-10,Passed,1795.0,108.13,327.0,16.0,40.0,56.0,9.0,2.0,11.0,16.0,3.0,14.0,4.0,31.3,468.0,140.54,85.0,3.0,17.0,20.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,720.0,121.62,143.0,13.0,14.0,27.0,7.0,1.0,8.0,9.0,1.0,5.0,1.0,32
Norberto Bercique Gomes Betuncal,Udinese,Venezia v Udinese,ITA - Serie A,CF,Forward,2021/2022,97.72,25.68,26.72,29252,1998-01-31,2022-04-10,Passed,9705.0,99.31,1127.0,497.0,345.0,842.0,35.0,17.0,52.0,95.0,13.0,73.0,20.0,32.1,3169.0,123.4,476.0,266.0,228.0,494.0,19.0,11.0,30.0,40.0,5.0,21.0,5.0,3428.0,128.29,531.0,194.0,84.0,278.0,14.0,4.0,18.0,28.0,3.0,27.0,4.0,32
Domen Crnigoj,Venezia,Venezia v Udinese,ITA - Serie A,RW,Winger,2021/2022,72.5,20.5,21.01,2808,1995-11-18,2022-04-10,Passed,8547.0,117.89,1401.0,673.0,321.0,994.0,54.0,18.0,72.0,79.0,7.0,70.0,19.0,29.3,3222.0,157.17,618.0,393.0,179.0,572.0,30.0,11.0,41.0,30.0,3.0,19.0,2.0,3105.0,147.79,627.0,247.0,129.0,376.0,19.0,5.0,24.0,29.0,1.0,25.0,7.0,32
Pablo Mari Villar,Udinese,Venezia v Udinese,ITA - Serie A,CB,Central Defender,2021/2022,97.72,25.68,26.72,8324,1993-08-31,2022-04-10,Passed,9404.0,96.23,1150.0,439.0,165.0,604.0,35.0,6.0,41.0,84.0,6.0,67.0,13.0,31.4,2878.0,112.07,321.0,87.0,53.0,140.0,5.0,1.0,6.0,26.0,2.0,17.0,2.0,3638.0,136.15,630.0,325.0,80.0,405.0,27.0,5.0,32.0,36.0,1.0,29.0,2.0,32
Pietro Ceccaroni,Venezia,Venezia v Udinese,ITA - Serie A,LCB,Central Defender,2021/2022,97.72,26.72,25.68,19917,1995-12-21,2022-04-10,Passed,9614.0,98.38,1221.0,355.0,134.0,489.0,27.0,5.0,32.0,85.0,9.0,77.0,10.0,29.6,3345.0,125.19,473.0,105.0,26.0,131.0,6.0,0.0,6.0,28.0,2.0,22.0,1.0,3451.0,134.38,578.0,235.0,100.0,335.0,19.0,4.0,23.0,35.0,3.0,30.0,4.0,32
Gerard Deulofeu,Udinese,Venezia v Udinese,ITA - Serie A,RF,Forward,2021/2022,68.64,19.93,19.7,3848,1994-03-13,2022-04-10,Passed,8137.0,118.55,1287.0,584.0,217.0,801.0,48.0,11.0,59.0,78.0,9.0,69.0,16.0,28.1,2783.0,139.64,469.0,267.0,141.0,408.0,21.0,7.0,28.0,29.0,3.0,18.0,3.0,3071.0,155.89,667.0,293.0,65.0,358.0,23.0,3.0,26.0,23.0,2.0,24.0,4.0,32
Iyenoma Destiny Udogie,Udinese,Venezia v Udinese,ITA - Serie A,LWB,Full Back,2021/2022,72.12,21.01,20.5,32071,2002-11-28,2022-04-10,Passed,8213.0,113.88,1321.0,615.0,280.0,895.0,44.0,12.0,56.0,78.0,8.0,68.0,21.0,33.2,2793.0,132.94,486.0,267.0,95.0,362.0,20.0,5.0,25.0,26.0,2.0,21.0,4.0,3095.0,150.98,625.0,304.0,138.0,442.0,18.0,5.0,23.0,27.0,1.0,22.0,4.0,32
Denis Johnsen,Venezia,Venezia v Udinese,ITA - Serie A,LW,Winger,2021/2022,57.05,15.69,17.1,12433,1998-02-17,2022-04-10,Passed,6520.0,114.29,864.0,401.0,253.0,654.0,35.0,10.0,45.0,64.0,5.0,54.0,18.0,31.9,2225.0,141.81,348.0,248.0,209.0,457.0,21.0,6.0,27.0,22.0,0.0,15.0,4.0,2397.0,140.18,408.0,132.0,35.0,167.0,12.0,3.0,15.0,16.0,1.0,19.0,5.0,32
Gianluca Busio,Venezia,Venezia v Udinese,ITA - Serie A,LM,Midfield,2021/2022,52.2,14.35,15.66,34514,2002-05-28,2022-04-10,Passed,6237.0,119.48,1238.0,360.0,138.0,498.0,25.0,5.0,30.0,60.0,2.0,59.0,11.0,28.7,2079.0,144.88,450.0,211.0,117.0,328.0,13.0,2.0,15.0,15.0,1.0,11.0,2.0,2349.0,150.0,576.0,133.0,20.0,153.0,11.0,2.0,13.0,19.0,0.0,21.0,3.0,32
Patricio Nehuén Pérez,Udinese,Venezia v Udinese,ITA - Serie A,LCB,Central Defender,2021/2022,97.72,25.68,26.72,27266,2000-06-24,2022-04-10,Passed,9732.0,99.59,1176.0,452.0,157.0,609.0,32.0,7.0,39.0,86.0,3.0,66.0,8.0,28.0,3011.0,117.25,331.0,99.0,46.0,145.0,7.0,2.0,9.0,27.0,0.0,18.0,1.0,3674.0,137.5,638.0,316.0,77.0,393.0,24.0,4.0,28.0,36.0,1.0,28.0,3.0,32
Marco Modolo,Venezia,Venezia v Udinese,ITA - Serie A,RCB,Central Defender,2021/2022,97.72,26.72,25.68,27651,1989-03-29,2022-04-10,Passed,9196.0,94.11,1112.0,252.0,63.0,315.0,20.0,3.0,23.0,86.0,5.0,68.0,8.0,28.1,3147.0,117.78,402.0,61.0,33.0,94.0,7.0,0.0,7.0,28.0,0.0,18.0,1.0,3280.0,127.73,551.0,190.0,20.0,210.0,11.0,2.0,13.0,35.0,2.0,31.0,2.0,32
Rodrigo Becao,Udinese,Venezia v Udinese,ITA - Serie A,RCB,Central Defender,2021/2022,97.72,25.68,26.72,12827,1996-01-19,2022-04-10,Passed,10321.0,105.62,1478.0,492.0,161.0,653.0,35.0,7.0,42.0,86.0,11.0,69.0,16.0,29.3,3105.0,120.91,467.0,137.0,17.0,154.0,10.0,1.0,11.0,28.0,2.0,21.0,2.0,3796.0,142.07,691.0,301.0,114.0,415.0,22.0,5.0,27.0,36.0,3.0,26.0,5.0,32
Tolgay Arslan,Udinese,Venezia v Udinese,ITA - Serie A,RM,Midfield,2021/2022,68.64,19.93,19.7,10430,1990-08-16,2022-04-10,Passed,7903.0,115.14,1189.0,435.0,131.0,566.0,33.0,5.0,38.0,68.0,2.0,67.0,12.0,28.1,2596.0,130.26,380.0,128.0,53.0,181.0,9.0,2.0,11.0,22.0,1.0,18.0,3.0,3164.0,160.61,696.0,292.0,78.0,370.0,21.0,3.0,24.0,21.0,0.0,24.0,3.0,32
Ethan Ampadu,Venezia,Venezia v Udinese,ITA - Serie A,RM,Midfield,2021/2022,97.72,26.72,25.68,11632,2000-09-14,2022-04-10,Passed,10973.0,112.29,1677.0,476.0,225.0,701.0,37.0,13.0,50.0,89.0,7.0,76.0,11.0,28.9,3918.0,146.63,628.0,129.0,90.0,219.0,8.0,4.0,12.0,30.0,1.0,18.0,0.0,3905.0,152.06,876.0,333.0,120.0,453.0,24.0,6.0,30.0,31.0,2.0,28.0,4.0,32
Thomas Henry,Venezia,Venezia v Udinese,ITA - Serie A,CF,Forward,2021/2022,97.72,26.72,25.68,32380,1994-09-20,2022-04-10,Passed,9096.0,93.08,983.0,480.0,133.0,613.0,36.0,8.0,44.0,88.0,9.0,64.0,24.0,27.1,3434.0,128.52,571.0,303.0,97.0,400.0,24.0,4.0,28.0,40.0,4.0,20.0,5.0,2867.0,111.64,309.0,173.0,36.0,209.0,12.0,3.0,15.0,24.0,2.0,23.0,7.0,32
Walace,Udinese,Venezia v Udinese,ITA - Serie A,DM,Midfield,2021/2022,97.72,25.68,26.72,13082,1995-04-04,2022-04-10,Passed,10626.0,108.74,1564.0,582.0,146.0,728.0,39.0,6.0,45.0,86.0,6.0,70.0,20.0,28.7,3360.0,130.84,556.0,123.0,28.0,151.0,11.0,1.0,12.0,30.0,1.0,19.0,3.0,4134.0,154.72,869.0,437.0,103.0,540.0,25.0,4.0,29.0,31.0,2.0,29.0,5.0,32
Tyronne Ebuehi,Venezia,Venezia v Udinese,ITA - Serie A,RWB,Full Back,2021/2022,57.05,15.69,17.1,10569,1995-12-16,2022-04-10,Passed,5998.0,105.14,797.0,295.0,253.0,548.0,23.0,9.0,32.0,64.0,8.0,54.0,12.0,32.1,2142.0,136.52,308.0,167.0,205.0,372.0,11.0,6.0,17.0,19.0,2.0,12.0,2.0,2234.0,130.64,368.0,126.0,44.0,170.0,10.0,2.0,12.0,23.0,1.0,20.0,3.0,32
Jean-Victor Makengo,Udinese,Venezia v Udinese,ITA - Serie A,LM,Midfield,2021/2022,83.87,23.28,22.95,11770,1998-06-12,2022-04-10,Passed,9173.0,109.37,1688.0,519.0,110.0,629.0,32.0,8.0,40.0,81.0,5.0,77.0,15.0,26.8,3154.0,135.48,732.0,184.0,41.0,225.0,12.0,2.0,14.0,26.0,2.0,20.0,3.0,3514.0,153.12,808.0,313.0,68.0,381.0,19.0,4.0,23.0,28.0,2.0,27.0,5.0,32
Ridgeciano Haps,Venezia,Venezia v Udinese,ITA - Serie A,LWB,Full Back,2021/2022,97.72,26.72,25.68,9056,1993-06-12,2022-04-10,Passed,9205.0,94.2,1057.0,475.0,172.0,647.0,40.0,11.0,51.0,95.0,11.0,77.0,19.0,27.8,3223.0,120.62,357.0,194.0,122.0,316.0,15.0,7.0,22.0,28.0,2.0,18.0,5.0,3130.0,121.88,501.0,213.0,37.0,250.0,18.0,2.0,20.0,34.0,4.0,26.0,4.0,32
Mickael Cuisance,Venezia,Venezia v Udinese,ITA - Serie A,AM,Midfield,2021/2022,52.2,14.35,15.66,19127,1999-08-16,2022-04-10,Passed,6532.0,125.13,1112.0,380.0,152.0,532.0,32.0,6.0,38.0,58.0,3.0,51.0,8.0,28.8,2079.0,144.88,403.0,219.0,80.0,299.0,17.0,4.0,21.0,14.0,1.0,10.0,1.0,2450.0,156.45,523.0,155.0,57.0,212.0,13.0,2.0,15.0,17.0,0.0,19.0,3.0,32
Nahuel Molina Lucero,Udinese,Venezia v Udinese,ITA - Serie A,RWB,Full Back,2021/2022,83.87,23.28,22.95,26571,1997-12-02,2022-04-10,Passed,9274.0,110.58,1287.0,558.0,293.0,851.0,49.0,11.0,60.0,88.0,3.0,76.0,20.0,31.4,3033.0,130.28,468.0,211.0,134.0,345.0,19.0,4.0,23.0,28.0,1.0,19.0,5.0,3323.0,144.79,633.0,307.0,127.0,434.0,25.0,5.0,30.0,30.0,0.0,26.0,5.0,32
Brandon Soppy,Udinese,Venezia v Udinese,ITA - Serie A,RWB,Full Back,2021/2022,13.85,2.4,3.75,30947,2002-02-21,2022-04-10,Passed,1501.0,108.38,225.0,115.0,104.0,219.0,7.0,3.0,10.0,26.0,2.0,19.0,4.0,33.4,349.0,145.42,54.0,39.0,58.0,97.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,547.0,145.87,114.0,75.0,30.0,105.0,5.0,2.0,7.0,6.0,1.0,6.0,1.0,32
Marvin Zeegelaar,Udinese,Venezia v Udinese,ITA - Serie A,LWB,Full Back,2021/2022,25.6,4.67,6.2,7088,1990-08-12,2022-04-10,Passed,2549.0,99.57,361.0,141.0,41.0,182.0,13.0,3.0,16.0,29.0,2.0,27.0,4.0,30.4,614.0,131.48,110.0,54.0,0.0,54.0,5.0,0.0,5.0,8.0,1.0,5.0,0.0,867.0,139.84,160.0,78.0,28.0,106.0,6.0,2.0,8.0,10.0,0.0,8.0,1.0,32
Isaac Success,Udinese,Venezia v Udinese,ITA - Serie A,RF,Forward,2021/2022,29.08,5.75,7.0,10160,1996-01-07,2022-04-10,Passed,2802.0,96.35,398.0,146.0,14.0,160.0,16.0,1.0,17.0,35.0,1.0,23.0,5.0,25.4,732.0,127.3,149.0,80.0,7.0,87.0,8.0,1.0,9.0,10.0,1.0,5.0,0.0,936.0,133.71,176.0,65.0,0.0,65.0,7.0,0.0,7.0,10.0,0.0,8.0,2.0,32
Mattia Aramu,Venezia,Venezia v Udinese,ITA - Serie A,AM,Midfield,2021/2022,45.52,12.35,10.02,27650,1995-05-14,2022-04-10,Passed,4563.0,100.24,770.0,179.0,27.0,206.0,17.0,1.0,18.0,41.0,0.0,36.0,5.0,25.3,1687.0,136.6,391.0,117.0,23.0,140.0,9.0,1.0,10.0,13.0,0.0,8.0,1.0,1310.0,130.74,255.0,61.0,3.0,64.0,6.0,0.0,6.0,11.0,0.0,10.0,0.0,32
Nani,Venezia,Venezia v Udinese,ITA - Serie A,LW,Winger,2021/2022,25.22,6.2,4.67,7857,1986-11-17,2022-04-10,Passed,2510.0,99.52,360.0,154.0,118.0,272.0,15.0,5.0,20.0,32.0,2.0,22.0,4.0,32.9,780.0,125.81,164.0,80.0,45.0,125.0,9.0,1.0,10.0,11.0,0.0,5.0,0.0,658.0,140.9,121.0,73.0,48.0,121.0,5.0,3.0,8.0,8.0,1.0,7.0,2.0,32
Antonio Junior Vacca,Venezia,Venezia v Udinese,ITA - Serie A,RM,Midfield,2021/2022,45.52,12.35,10.02,27657,1990-05-13,2022-04-10,Passed,4529.0,99.49,585.0,148.0,63.0,211.0,9.0,4.0,13.0,42.0,2.0,39.0,2.0,27.1,1636.0,132.47,267.0,37.0,12.0,49.0,2.0,1.0,3.0,15.0,1.0,9.0,1.0,1428.0,142.51,272.0,110.0,36.0,146.0,6.0,2.0,8.0,12.0,0.0,13.0,0.0,32
Mate Jajalo,Udinese,Venezia v Udinese,ITA - Serie A,RM,Midfield,2021/2022,13.85,2.4,3.75,7115,1988-05-25,2022-04-10,Passed,1387.0,100.14,312.0,24.0,13.0,37.0,3.0,0.0,3.0,20.0,1.0,17.0,2.0,22.0,360.0,150.0,105.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,474.0,126.4,130.0,20.0,7.0,27.0,1.0,0.0,1.0,6.0,0.0,6.0,0.0,32
Sofian Kiyine,Venezia,Venezia v Udinese,ITA - Serie A,LM,Midfield,2021/2022,40.67,11.02,8.58,14112,1997-10-02,2022-04-10,Passed,4464.0,109.76,775.0,253.0,57.0,310.0,17.0,5.0,22.0,36.0,2.0,32.0,5.0,25.6,1611.0,146.19,383.0,120.0,30.0,150.0,9.0,2.0,11.0,12.0,1.0,9.0,1.0,1241.0,144.64,295.0,123.0,17.0,140.0,6.0,2.0,8.0,9.0,0.0,10.0,2.0,32
David Okereke,Venezia,Venezia v Udinese,ITA - Serie A,LW,Winger,2021/2022,40.67,11.02,8.58,19881,1997-08-29,2022-04-10,Passed,4508.0,110.84,775.0,364.0,237.0,601.0,25.0,12.0,37.0,42.0,3.0,32.0,8.0,34.0,1651.0,149.82,433.0,202.0,101.0,303.0,14.0,8.0,22.0,17.0,2.0,9.0,1.0,1218.0,141.96,216.0,139.0,103.0,242.0,9.0,4.0,13.0,10.0,0.0,9.0,2.0,32
Lazar Samardzic,Udinese,Venezia v Udinese,ITA - Serie A,RM,Midfield,2021/2022,29.08,5.75,7.0,24937,2002-02-24,2022-04-10,Passed,3077.0,105.81,554.0,223.0,77.0,300.0,18.0,3.0,21.0,32.0,2.0,27.0,6.0,29.6,870.0,151.3,217.0,96.0,51.0,147.0,10.0,2.0,12.0,8.0,1.0,6.0,1.0,1028.0,146.86,237.0,117.0,14.0,131.0,7.0,1.0,8.0,9.0,1.0,9.0,1.0,32
Pablo Galdames,Genoa,Genoa v Lazio,ITA - Serie A,LM,Midfield,2021/2022,92.15,28.3,31.46,23635,1996-12-30,2022-04-10,Passed,11507.0,124.87,1940.0,639.0,151.0,790.0,55.0,7.0,62.0,112.0,5.0,91.0,24.0,26.9,4020.0,142.05,606.0,253.0,49.0,302.0,17.0,3.0,20.0,33.0,2.0,26.0,2.0,5103.0,162.21,1245.0,366.0,75.0,441.0,34.0,3.0,37.0,54.0,1.0,31.0,9.0,32
Sergej Milinkovic-Savic,Lazio,Genoa v Lazio,ITA - Serie A,RM,Midfield,2021/2022,92.15,31.46,28.3,9729,1995-02-27,2022-04-10,Passed,11895.0,129.08,2127.0,661.0,76.0,737.0,46.0,4.0,50.0,102.0,4.0,94.0,15.0,25.5,4668.0,148.38,864.0,257.0,39.0,296.0,18.0,2.0,20.0,40.0,2.0,29.0,3.0,4730.0,167.14,1147.0,365.0,24.0,389.0,27.0,2.0,29.0,40.0,0.0,29.0,6.0,32
Ciro Immobile,Lazio,Genoa v Lazio,ITA - Serie A,CF,Forward,2021/2022,92.15,31.46,28.3,1921,1990-02-20,2022-04-10,Passed,11248.0,122.06,1938.0,823.0,241.0,1064.0,64.0,11.0,75.0,89.0,11.0,82.0,24.0,30.2,4646.0,147.68,921.0,476.0,188.0,664.0,34.0,6.0,40.0,36.0,4.0,31.0,8.0,3980.0,140.64,817.0,286.0,31.0,317.0,23.0,2.0,25.0,29.0,2.0,22.0,4.0,32
Nikola Maksimovic,Genoa,Genoa v Lazio,ITA - Serie A,RCB,Central Defender,2021/2022,92.15,28.3,31.46,8076,1991-11-25,2022-04-10,Passed,10005.0,108.57,1257.0,475.0,113.0,588.0,39.0,7.0,46.0,84.0,4.0,68.0,15.0,28.3,3373.0,119.19,432.0,95.0,10.0,105.0,9.0,0.0,9.0,20.0,0.0,19.0,2.0,4294.0,136.49,630.0,325.0,85.0,410.0,25.0,6.0,31.0,46.0,1.0,28.0,5.0,32
Johan Felipe Vásquez Ibarra,Genoa,Genoa v Lazio,ITA - Serie A,LWB,Full Back,2021/2022,66.57,19.67,24.73,36150,1998-10-22,2022-04-10,Passed,7774.0,116.78,1113.0,344.0,138.0,482.0,34.0,6.0,40.0,78.0,5.0,58.0,16.0,29.2,2577.0,131.01,391.0,86.0,65.0,151.0,8.0,3.0,11.0,17.0,0.0,17.0,3.0,3419.0,138.25,612.0,247.0,62.0,309.0,24.0,3.0,27.0,42.0,2.0,22.0,6.0,32
Luis Alberto,Lazio,Genoa v Lazio,ITA - Serie A,LM,Midfield,2021/2022,73.5,27.25,21.47,6416,1992-09-28,2022-04-10,Passed,8861.0,120.56,1460.0,432.0,160.0,592.0,33.0,7.0,40.0,87.0,1.0,71.0,13.0,28.8,3707.0,136.04,656.0,208.0,84.0,292.0,13.0,3.0,16.0,29.0,1.0,26.0,3.0,3355.0,156.26,737.0,218.0,52.0,270.0,18.0,2.0,20.0,38.0,0.0,19.0,4.0,32
